285,-102
286,-107
287,-36
288,-65
289,-31
290,-38
291,-32
292,-21
293,-16
294,-22
295,-19
296,-22
297,-102
298,-28
299,-42
300,-22
301,-18
302,-19
303,-101
304,-16
305,-20
306,-19
307,-20
308,-23
309,-26
310,-100
311,-18
312,-26
313,-25
314,-20
315,-23
316,-26
317,-100
318,-21
319,-100
320,-112
321,-114
322,-18
323,-23
324,-20
325,-26
326,-17
327,-21
328,-19
329,-29
330,-20
331,-27
332,-100
333,-23
334,-30
335,-100
336,-18
337,-15
338,-15
339,-13
340,-20
341,-18
342,-18
343,-18
344,-100
345,-25
346,-22
347,-40
348,-28
349,-27
350,-14
351,-21
352,-17
353,-100
354,-16
355,-19
356,-19
357,-15
358,-100
359,-28
360,-100
361,-20
362,-100
363,-25
364,-18
365,-101
366,-32
367,-28
368,-20
369,-110
370,-23
371,-27
372,-30
373,-22
374,-17
375,-100
376,-52
377,-27
378,-18
379,-23
380,-100
381,-28
382,-64
383,-30
384,-100
385,-18
386,-32
387,-35
388,-31
389,-16
390,-101
391,-22
392,-100
393,-102
394,-100
395,-20
396,-38
397,-34
398,-35
399,-103
400,-33
401,-27
402,-25
403,-38
404,-31
405,-116
406,-25
407,-31
408,-100
409,-24
410,-117
411,-39
412,-19
413,-33
414,-37
415,-35
416,-35
417,-35
418,-65
419,-35
420,-56
421,-31
422,-40
423,-26
424,-35
425,-31
426,-23
427,-31
428,-46
429,-38
430,-26
431,-25
432,-125
433,-21
434,-29
435,-48
436,-21
437,-41
438,-27
439,-19
440,-44
441,-34
442,-25
443,-31
444,-29
445,-17
446,-112
447,-15
448,-15
449,-20
450,-20
451,-15
452,-15
453,-20
454,-25
455,-22
456,-34
457,-20
458,-28
459,-23
460,-35
461,-102
462,-100
463,-31
464,-28
465,-102
466,-16
467,-115
468,-101
469,-62
470,-25
471,-21
472,-30
473,-23
474,-44
475,-119
476,-100
477,-24
478,-53
479,-18
480,-37
481,-108
482,-21
483,-28
484,-27
485,-23
486,-101
487,-20
488,-21
489,-27
490,-17
491,-22
492,-20
493,-24
494,-100
495,-15
496,-100
497,-45
498,-37
499,-36
500,-37
501,-25
502,-101
503,-126
504,-28
505,-127
506,-23
507,-28
508,-27
509,-21
510,-27
511,-33
512,-39
513,-32
514,-25
515,-37
516,-24
517,-28
518,-19
519,-30
520,-36
521,-15
522,-46
523,-104
524,-32
525,-50
526,-42
527,-39
528,-30
529,-100
530,-116
531,-21
532,-42
533,-102
534,-40
535,-108
536,-37
537,-113
538,-103
539,-20
540,-17
541,-22
542,-28
543,-19
544,-100
545,-20
546,-100
547,-36
548,-100
549,-19
550,-100
551,-18
552,-29
553,-100
554,-18
555,-24
556,-15
557,-19
558,-15
559,-19
560,-17
561,-26
562,-17
563,-17
564,-21
565,-17
566,-19
567,-100
568,-17
569,-20
570,-28
571,-37
572,-21
573,-17
574,-100
575,-22
576,-21
577,-24
578,-31
579,-23
580,-19
581,-15
582,-16
583,-14
584,-15
585,-17
586,-19
587,-20
588,-100
589,-18
590,-20
591,-116
592,-105
593,-18
594,-100
595,-28
596,-31
597,-24
598,-20
599,-26
600,-20
601,-15
602,-16
603,-20
604,-29
605,-27
606,-100
607,-25
608,-100
609,-34
610,-21
611,-100
612,-25
613,-27
614,-25
615,-18
616,-26
617,-16
618,-16
619,-21
620,-24
621,-21
622,-19
623,-17
624,-29
625,-19
626,-19
627,-21
628,-22
629,-17
630,-23
631,-22
632,-27
633,-22
634,-32
635,-27
636,-23
637,-21
638,-27
639,-15
640,-24
641,-30
642,-32
643,-100
644,-19
645,-20
646,-25
647,-17
648,-24
649,-22
650,-29
651,-20
652,-17
653,-22
654,-19
655,-17
656,-17
657,-35
658,-18
659,-19
660,-19
661,-25
662,-23
663,-20
664,-21
665,-17
666,-18
667,-17
668,-100
669,-21
670,-28
671,-16
672,-15
673,-23
674,-15
675,-15
676,-15
677,-18
678,-22
679,-16
680,-16
681,-17
682,-20
683,-14
684,-100
685,-22
686,-17
687,-18
688,-31
689,-100
690,-20
691,-19
692,-100
693,-17
694,-21
695,-26
696,-24
697,-100
698,-22
699,-14
700,-24
701,-19
702,-28
703,-20
704,-24
705,-27
706,-13
707,-17
708,-19
709,-100
710,-16
711,-15
712,-100
713,-19
714,-19
715,-23
716,-26
717,-16
718,-25
719,-18
720,-19
721,-25
722,-27
723,-23
724,-15
725,-15
726,-34
727,-100
728,-19
729,-19
730,-19
731,-17
732,-18
733,-20
734,-21
735,-23
736,-30
737,-100
738,-20
739,-16
740,-23
741,-16
742,-100
743,-100
744,-24
745,-24
746,-19
747,-13
748,-20
749,-26
750,-21
751,-22
752,-16
753,-19
754,-23
755,-18
756,-31
757,-22
758,-19
759,-21
760,-25
761,-17
762,-20
763,-21
764,-13
765,-21
766,-24
767,-20
768,-101
769,-18
770,-21
771,-18
772,-17
773,-31
774,-32
775,-26
776,-26
777,-34
778,-17
779,-24
780,-22
781,-100
782,-126
783,-100
784,-21
785,-21
786,-23
787,-17
788,-21
789,-17
790,-19
791,-20
792,-25
793,-29
794,-18
795,-18
796,-16
797,-30
798,-21
799,-19
800,-21
801,-17
802,-100
803,-20
804,-22
805,-100
806,-25
807,-18
808,-18
809,-19
810,-18
811,-20
812,-19
813,-19
814,-22
815,-26
816,-19
817,-105
818,-21
819,-24
820,-25
821,-16
822,-25
823,-31
824,-22
825,-27
826,-34
827,-18
828,-15
829,-16
830,-16
831,-100
832,-19
833,-18
834,-33
835,-25
836,-100
837,-19
838,-100
839,-19
840,-17
841,-26
842,-100
843,-24
844,-42
845,-30
846,-24
847,-27
848,-32
849,-33
850,-50
851,-21
852,-21
853,-38
854,-25
855,-108
856,-54
857,-34
858,-101
859,-35
860,-37
861,-51
862,-23
863,-65
864,-39
865,-27
866,-100
867,-21
868,-24
869,-20
870,-25
871,-30
872,-31
873,-26
874,-55
875,-28
876,-29
877,-24
878,-31
879,-25
880,-19
881,-39
882,-21
883,-26
884,-28
885,-22
886,-103
887,-28
888,-26
889,-35
890,-17
891,-31
892,-23
893,-20
894,-21
895,-28
896,-100
897,-31
898,-24
899,-120
900,-23
901,-40
902,-20
903,-30
904,-20
905,-30
906,-20
907,-100
908,-32
909,-26
910,-34
911,-15
912,-33
913,-30
914,-33
915,-44
916,-36
917,-28
918,-30
919,-27
920,-26
921,-20
922,-110
923,-23
924,-111
925,-35
926,-31
927,-21
928,-123
929,-100
930,-100
931,-27
932,-101
933,-17
934,-16
935,-100
936,-30
937,-26
938,-28
939,-35
940,-18
941,-47
942,-41
943,-23
944,-20
945,-53
946,-111
947,-31
948,-46
949,-43
950,-26
951,-24
952,-59
953,-19
954,-30
955,-25
956,-36
957,-20
958,-22
959,-40
960,-27
961,-101
962,-22
963,-21
964,-45
965,-118
966,-21
967,-49
968,-21
969,-20
970,-123
971,-34
972,-58
973,-19
974,-28
975,-108
976,-29
977,-28
978,-42
979,-60
980,-31
981,-36
982,-18
983,-20
984,-19
985,-71
986,-108
987,-29
988,-24
989,-26
990,-29
991,-20
992,-28
993,-17
994,-33
995,-27
996,-16
997,-39
998,-15
999,-30
1000,-25
1001,-111
1002,-19
1003,-16
1004,-25
1005,-30
1006,-102
1007,-24
1008,-18
1009,-33
1010,-16
1011,-18
1012,-25
1013,-19
1014,-19
1015,-45
1016,-30
1017,-21
1018,-38
1019,-22
1020,-39
1021,-108
1022,-27
1023,-105
1024,-100
1025,-25
1026,-19
1027,-18
1028,-100
1029,-25
1030,-18
1031,-34
1032,-20
1033,-24
1034,-100
1035,-29
1036,-19
1037,-29
1038,-16
1039,-18
1040,-101
1041,-20
1042,-21
1043,-15
1044,-25
1045,-24
1046,-17
1047,-25
1048,-22
1049,-15
1050,-29
1051,-32
1052,-26
1053,-20
1054,-100
1055,-18
1056,-100
1057,-16
1058,-22
1059,-17
1060,-22
1061,-20
1062,-24
1063,-100
1064,-17
1065,-17
1066,-19
1067,-27
1068,-29
1069,-100
1070,-18
1071,-20
1072,-15
1073,-22
1074,-25
1075,-18
1076,-26
1077,-24
1078,-18
1079,-22
1080,-18
1081,-18
1082,-20
1083,-20
1084,-17
1085,-29
1086,-100
1087,-23
1088,-18
1089,-22
1090,-100
1091,-26
1092,-18
1093,-18
1094,-16
1095,-20
1096,-16
1097,-19
1098,-20
1099,-19
1100,-20
1101,-113
1102,-20
1103,-19
1104,-100
1105,-23
1106,-101
1107,-24
1108,-26
1109,-17
1110,-100
1111,-36
1112,-32
1113,-17
1114,-22
1115,-42
1116,-110
1117,-26
1118,-16
1119,-21
1120,-18
1121,-17
1122,-17
1123,-21
1124,-17
1125,-21
1126,-100
1127,-21
1128,-20
1129,-100
1130,-114
1131,-57
1132,-27
1133,-34
1134,-28
1135,-47
1136,-35
1137,-23
1138,-27
1139,-23
1140,-28
1141,-19
1142,-32
1143,-29
1144,-32
1145,-36
1146,-117
1147,-21
1148,-38
1149,-24
1150,-28
1151,-29
1152,-19
1153,-24
1154,-36
1155,-28
1156,-25
1157,-26
1158,-25
1159,-103
1160,-20
1161,-24
1162,-25
1163,-26
1164,-22
1165,-31
1166,-25
1167,-22
1168,-22
1169,-36
1170,-55
1171,-34
1172,-25
1173,-23
1174,-26
1175,-36
1176,-30
1177,-136
1178,-28
1179,-27
1180,-104
1181,-28
1182,-100
1183,-110
1184,-26
1185,-54
1186,-26
1187,-28
1188,-28
1189,-25
1190,-121
1191,-21
1192,-15
1193,-24
1194,-102
1195,-21
1196,-19
1197,-19
1198,-26
1199,-28
1200,-23
1201,-101
1202,-101
1203,-101
1204,-22
1205,-15
1206,-23
1207,-129
1208,-21
1209,-43
1210,-22
1211,-28
1212,-24
1213,-24
1214,-18
1215,-24
1216,-27
1217,-19
1218,-30
1219,-30
1220,-20
1221,-40
1222,-17
1223,-25
1224,-110
1225,-21
1226,-104
1227,-117
1228,-22
1229,-18
1230,-50
1231,-26
1232,-60
1233,-34
1234,-37
1235,-37
1236,-20
1237,-50
1238,-26
1239,-111
1240,-40
1241,-24
1242,-100
1243,-106
1244,-21
1245,-121
1246,-19
1247,-26
1248,-16
1249,-17
1250,-24
1251,-22
1252,-30
1253,-28
1254,-27
1255,-22
1256,-17
1257,-23
1258,-19
1259,-18
1260,-24
1261,-20
1262,-25
1263,-21
1264,-19
1265,-18
1266,-19
1267,-19
1268,-18
1269,-22
1270,-24
1271,-26
1272,-23
1273,-19
1274,-22
1275,-28
1276,-24
1277,-20
1278,-21
1279,-15
1280,-21
1281,-19
1282,-100
1283,-18
1284,-24
1285,-23
1286,-25
1287,-25
1288,-23
1289,-24
1290,-41
1291,-19
1292,-24
1293,-16
1294,-21
1295,-26
1296,-28
1297,-21
1298,-100
1299,-18
1300,-19
1301,-25
1302,-17
1303,-20
1304,-16
1305,-16
1306,-15
1307,-26
1308,-24
1309,-23
1310,-100
1311,-100
1312,-16
1313,-33
1314,-19
1315,-15
1316,-20
1317,-18
1318,-20
1319,-18
1320,-20
1321,-15
1322,-100
1323,-23
1324,-27
1325,-26
1326,-17
1327,-17
1328,-100
1329,-17
1330,-22
1331,-101
1332,-20
1333,-24
1334,-19
1335,-21
1336,-20
1337,-20
1338,-15
1339,-18
1340,-20
1341,-19
1342,-27
1343,-19
1344,-20
1345,-20
1346,-29
1347,-16
1348,-100
1349,-24
1350,-20
1351,-15
1352,-20
1353,-16
1354,-18
1355,-19
1356,-18
1357,-18
1358,-19
1359,-29
1360,-28
1361,-100
1362,-16
1363,-21
1364,-28
1365,-100
1366,-18
1367,-100
1368,-18
1369,-26
1370,-18
1371,-30
1372,-26
1373,-28
1374,-29
1375,-34
1376,-23
1377,-100
1378,-23
1379,-23
1380,-33
1381,-17
1382,-101
1383,-18
1384,-16
1385,-100
1386,-22
1387,-24
1388,-20
1389,-18
1390,-19
1391,-20
1392,-19
1393,-23
1394,-21
1395,-15
1396,-21
1397,-23
1398,-20
1399,-100
1400,-19
1401,-21
1402,-23
1403,-17
1404,-25
1405,-22
1406,-20
1407,-26
1408,-21
1409,-100
1410,-100
1411,-20
1412,-20
1413,-17
1414,-20
1415,-100
1416,-15
1417,-23
1418,-23
1419,-16
1420,-17
1421,-22
1422,-18
1423,-29
1424,-21
1425,-24
1426,-31
1427,-18
1428,-20
1429,-20
1430,-19
1431,-19
1432,-19
1433,-17
1434,-20
1435,-100
1436,-17
1437,-16
1438,-100
1439,-101
1440,-42
1441,-15
1442,-19
1443,-29
1444,-17
1445,-22
1446,-18
1447,-35
1448,-102
1449,-20
1450,-25
1451,-28
1452,-15
1453,-20
1454,-18
1455,-17
1456,-20
1457,-28
1458,-103
1459,-16
1460,-100
1461,-18
1462,-19
1463,-21
1464,-19
1465,-26
1466,-16
1467,-16
1468,-19
1469,-21
1470,-24
1471,-100
1472,-100
1473,-100
1474,-104
1475,-30
1476,-22
1477,-24
1478,-28
1479,-38
1480,-20
1481,-30
1482,-26
1483,-26
1484,-40
1485,-27
1486,-36
1487,-48
1488,-19
1489,-20
1490,-18
1491,-111
1492,-23
1493,-106
1494,-36
1495,-21
1496,-17
1497,-25
1498,-24
1499,-105
1500,-100
1501,-20
1502,-108
1503,-26
1504,-17
1505,-64
1506,-20
1507,-31
1508,-41
1509,-34
1510,-21
1511,-108
1512,-22
1513,-23
1514,-29
1515,-48
1516,-32
1517,-24
1518,-26
1519,-20
1520,-21
1521,-34
1522,-18
1523,-26
1524,-33
1525,-25
1526,-27
1527,-36
1528,-17
1529,-21
1530,-24
1531,-57
1532,-50
1533,-31
1534,-30
1535,-22
1536,-103
1537,-26
1538,-36
1539,-25
1540,-34
1541,-18
1542,-15
1543,-39
1544,-33
1545,-25
1546,-121
1547,-42
1548,-18
1549,-27
1550,-30
1551,-25
1552,-19
1553,-34
1554,-38
1555,-32
1556,-111
1557,-39
1558,-18
1559,-35
1560,-26
1561,-33
1562,-103
1563,-22
1564,-114
1565,-132
1566,-30
1567,-39
1568,-74
1569,-18
1570,-52
1571,-28
1572,-29
1573,-24
1574,-28
1575,-36
1576,-39
1577,-18
1578,-23
1579,-22
1580,-36
1581,-20
1582,-64
1583,-20
1584,-22
1585,-51
1586,-118
1587,-104
1588,-21
1589,-22
1590,-19
1591,-24
1592,-18
1593,-23
1594,-20
1595,-21
1596,-19
1597,-16
1598,-25
1599,-17
1600,-19
1601,-27
1602,-100
1603,-32
1604,-21
1605,-19
1606,-24
1607,-21
1608,-24
1609,-20
1610,-16
1611,-21
1612,-21
1613,-115
1614,-20
1615,-100
1616,-21
1617,-24
1618,-22
1619,-19
1620,-21
1621,-29
1622,-21
1623,-23
1624,-102
1625,-15
1626,-18
1627,-15
1628,-100
1629,-100
1630,-19
1631,-24
1632,-27
1633,-22
1634,-45
1635,-100
1636,-23
1637,-25
1638,-23
1639,-46
1640,-20
1641,-19
1642,-25
1643,-36
1644,-42
1645,-110
1646,-25
1647,-35
1648,-21
1649,-21
1650,-26
1651,-121
1652,-32
1653,-111
1654,-28
1655,-30
1656,-22
1657,-22
1658,-16
1659,-18
1660,-26
1661,-24
1662,-16
1663,-29
1664,-26
1665,-20
1666,-19
1667,-23
1668,-101
1669,-16
1670,-23
1671,-34
1672,-33
1673,-101
1674,-18
1675,-44
1676,-100
1677,-17
1678,-17
1679,-100
1680,-102
1681,-19
1682,-17
1683,-100
1684,-21
1685,-34
1686,-17
1687,-21
1688,-23
1689,-20
1690,-22
1691,-23
1692,-103
1693,-29
1694,-24
1695,-33
1696,-100
1697,-100
1698,-23
1699,-20
1700,-23
1701,-103
1702,-41
1703,-23
1704,-100
1705,-20
1706,-100
1707,-106
1708,-24
1709,-15
1710,-100
1711,-105
1712,-26
1713,-39
1714,-23
1715,-22
1716,-27
1717,-30
1718,-42
1719,-25
1720,-30
1721,-32
1722,-21
1723,-30
1724,-44
1725,-37
1726,-51
1727,-23
1728,-19
1729,-25
1730,-20
1731,-51
1732,-38
1733,-18
1734,-26
1735,-45
1736,-42
1737,-27
1738,-18
1739,-115
1740,-19
1741,-120
1742,-31
1743,-19
1744,-29
1745,-24
1746,-46
1747,-18
1748,-20
1749,-21
1750,-41
1751,-19
1752,-20
1753,-25
1754,-29
1755,-24
1756,-100
1757,-36
1758,-100
1759,-34
1760,-28
1761,-37
1762,-115
1763,-19
1764,-25
1765,-28
1766,-28
1767,-26
1768,-24
1769,-21
1770,-25
1771,-19
1772,-16
1773,-20
1774,-101
1775,-23
1776,-21
1777,-20
1778,-19
1779,-102
1780,-20
1781,-24
1782,-35
1783,-23
1784,-15
1785,-21
1786,-19
1787,-100
1788,-100
1789,-100
1790,-102
1791,-20
1792,-117
1793,-23
1794,-21
1795,-24
1796,-25
1797,-27
1798,-26
1799,-27
1800,-24
1801,-53
1802,-32
1803,-27
1804,-23
1805,-20
1806,-24
1807,-21
1808,-34
1809,-20
1810,-101
1811,-29
1812,-40
1813,-32
1814,-58
1815,-107
1816,-35
1817,-31
1818,-26
1819,-28
1820,-38
1821,-101
1822,-32
1823,-18
1824,-20
1825,-19
1826,-21
1827,-36
1828,-20
1829,-22
1830,-34
1831,-21
1832,-16
1833,-16
1834,-24
1835,-19
1836,-21
1837,-26
1838,-100
1839,-100
1840,-18
1841,-25
1842,-18
1843,-21
1844,-18
1845,-100
1846,-19
1847,-15
1848,-19
1849,-100
1850,-100
1851,-36
1852,-36
1853,-23
1854,-100
1855,-24
1856,-100
1857,-135
1858,-20
1859,-33
1860,-15
1861,-56
1862,-27
1863,-21
1864,-23
1865,-30
1866,-26
1867,-24
1868,-103
1869,-38
1870,-36
1871,-27
1872,-103
1873,-31
1874,-29
1875,-18
1876,-21
1877,-26
1878,-105
1879,-28
1880,-129
1881,-33
1882,-25
1883,-102
1884,-29
1885,-17
1886,-25
1887,-37
1888,-103
1889,-22
1890,-27
1891,-28
1892,-23
1893,-18
1894,-37
1895,-22
1896,-46
1897,-19
1898,-114
1899,-18
1900,-29
1901,-30
1902,-19
1903,-29
1904,-34
1905,-21
1906,-112
1907,-30
1908,-103
1909,-20
1910,-26
1911,-30
1912,-22
1913,-20
1914,-23
1915,-30
1916,-20
1917,-19
1918,-19
1919,-33
1920,-26
1921,-23
1922,-22
1923,-21
1924,-17
1925,-22
1926,-103
1927,-30
1928,-17
1929,-28
1930,-30
1931,-29
1932,-19
1933,-20
1934,-23
1935,-20
1936,-104
1937,-24
1938,-31
1939,-21
1940,-27
1941,-26
1942,-18
1943,-36
1944,-21
1945,-102
1946,-29
1947,-36
1948,-105
1949,-25
1950,-26
1951,-23
1952,-23
1953,-53
1954,-21
1955,-19
1956,-38
1957,-27
1958,-56
1959,-33
1960,-25
1961,-37
1962,-31
1963,-28
1964,-46
1965,-19
1966,-28
1967,-24
1968,-23
1969,-26
1970,-25
1971,-30
1972,-17
1973,-28
1974,-17
1975,-17
1976,-28
1977,-17
1978,-17
1979,-30
1980,-19
1981,-19
1982,-15
1983,-20
1984,-18
1985,-15
1986,-20
1987,-26
1988,-29
1989,-100
1990,-20
1991,-100
1992,-131
1993,-28
1994,-40
1995,-25
1996,-24
1997,-26
1998,-22
1999,-24
